state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
Maharashtra,Dhule,Shirpur,"Chili Red",Other,06/02/2020,2189,2800,2700
Maharashtra,Dhule,Shirpur,"Chili Red",Other,12/02/2020,1800,2699,2398
Maharashtra,Dhule,Shirpur,"Chili Red",Other,13/02/2020,1800,3029,2650
Maharashtra,Dhule,Shirpur,"Chili Red",Other,14/02/2020,2400,2890,2875
Maharashtra,Dhule,Shirpur,"Chili Red",Other,17/02/2020,700,3226,2851
Maharashtra,Dhule,Shirpur,"Chili Red",Other,18/02/2020,1500,2900,2451
Maharashtra,Dhule,Shirpur,"Chili Red",Other,20/02/2020,2400,3050,2850
Maharashtra,Dhule,Shirpur,"Chili Red",Other,24/02/2020,2499,3366,3225
Maharashtra,Dhule,Shirpur,"Chili Red",Other,25/02/2020,2000,2899,2899
Maharashtra,Dhule,Shirpur,"Chili Red",Other,26/02/2020,2600,2600,2600
Maharashtra,Dhule,Shirpur,"Chili Red",Other,28/02/2020,2629,3389,3091
Maharashtra,Dhule,Shirpur,"Chili Red",Other,02/03/2020,2609,3400,3191
Maharashtra,Dhule,Shirpur,"Chili Red",Other,04/03/2020,2000,3200,2900
Maharashtra,Dhule,Shirpur,"Chili Red",Other,05/03/2020,2401,3000,2850
Maharashtra,Dhule,Shirpur,"Chili Red",Other,06/03/2020,2800,3159,3000
Maharashtra,Dhule,Shirpur,"Chili Red",Other,09/03/2020,3000,3000,3000
Maharashtra,Dhule,Shirpur,"Chili Red",Other,11/03/2020,2939,3000,3000
Maharashtra,Dhule,Shirpur,"Chili Red",Other,12/03/2020,3000,3310,3109
Maharashtra,Dhule,Shirpur,"Chili Red",Other,13/03/2020,2600,3351,3001
Maharashtra,Dhule,Shirpur,"Chili Red",Other,16/03/2020,2150,3300,2990
Maharashtra,Dhule,Shirpur,"Chili Red",Other,17/03/2020,2179,3400,3400
Maharashtra,Dhule,Shirpur,"Chili Red",Other,20/03/2020,1500,2200,1800
Maharashtra,Dhule,Shirpur,"Chili Red",Other,08/05/2020,1725,2680,2309
Maharashtra,Dhule,Shirpur,"Chili Red",Other,18/05/2020,1000,1000,1000
Maharashtra,Dhule,Shirpur,"Chili Red",Other,08/06/2020,9550,9550,9550
Maharashtra,Gadchiroli,Armori(Desaiganj),"Chili Red",Other,03/03/2020,6000,14500,13500
Maharashtra,Gadchiroli,Armori(Desaiganj),"Chili Red",Other,11/03/2020,8000,15000,14000
Maharashtra,Gadchiroli,Armori(Desaiganj),"Chili Red",Other,17/03/2020,10000,17000,14000
Maharashtra,Gadchiroli,Sironcha,"Chili Red",Other,14/05/2020,630,630,630
Maharashtra,Gadchiroli,Sironcha,"Chili Red",Other,15/05/2020,630,630,630
Maharashtra,Gadchiroli,Sironcha,"Chili Red",Other,16/05/2020,630,630,630
Maharashtra,Gadchiroli,Sironcha,"Chili Red",Other,17/05/2020,630,630,630
Maharashtra,Gadchiroli,Sironcha,"Chili Red",Other,18/05/2020,630,630,630
Maharashtra,Gadchiroli,Sironcha,"Chili Red",Other,19/05/2020,630,630,630
Maharashtra,Gadchiroli,Sironcha,"Chili Red",Other,20/05/2020,630,630,630
Maharashtra,Gadchiroli,Sironcha,"Chili Red",Other,21/05/2020,630,630,630
Maharashtra,Gadchiroli,Sironcha,"Chili Red",Other,22/05/2020,630,630,630
Maharashtra,Gadchiroli,Sironcha,"Chili Red",Other,23/05/2020,630,630,630
Maharashtra,Gadchiroli,Sironcha,"Chili Red",Other,24/05/2020,630,630,630
Maharashtra,Gadchiroli,Sironcha,"Chili Red",Other,25/05/2020,630,630,630
Maharashtra,Gadchiroli,Sironcha,"Chili Red",Other,26/05/2020,630,630,630
Maharashtra,Gadchiroli,Sironcha,"Chili Red",Other,27/05/2020,630,630,630
Maharashtra,Jalgaon,Amalner,"Chili Red",Other,23/01/2020,2000,2400,2400
Maharashtra,Jalgaon,Amalner,"Chili Red",Other,06/03/2020,3000,3000,3000
Maharashtra,Jalgaon,Amalner,"Chili Red",Other,16/03/2020,2881,3066,3066
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,01/01/2020,25000,103000,78000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,04/01/2020,25000,105000,60000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,08/01/2020,25000,101000,65000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,11/01/2020,22000,100000,72000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,15/01/2020,20000,101000,60000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,18/01/2020,25000,100000,45000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,22/01/2020,10800,100000,50000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,25/01/2020,30000,100000,50000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,29/01/2020,17000,88000,45000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,01/02/2020,6000,89000,47500
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,05/02/2020,9000,90000,60000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,08/02/2020,12000,73000,32000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,12/02/2020,15000,90000,50000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,15/02/2020,15000,70000,40000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,19/02/2020,12500,73000,30000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,22/02/2020,15000,95000,32000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,27/02/2020,5000,75000,40000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,29/02/2020,5000,66000,17000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,07/03/2020,5000,75000,20000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,11/03/2020,9100,70000,24000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,12/03/2020,9100,70000,24000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,14/03/2020,8900,60000,20000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,18/03/2020,4000,50000,25000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,21/03/2020,15000,58300,25000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,30/09/2020,4500,25500,10000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,03/10/2020,4000,35000,15000
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,07/10/2020,4500,34000,15500
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,10/10/2020,4500,29100,12500
Maharashtra,Kolhapur,Gadhinglaj,"Chili Red",Other,14/10/2020,5000,23000,16000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,01/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,03/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,04/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,07/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,08/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,09/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,10/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,11/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,13/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,14/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,15/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,16/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,17/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,18/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,21/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,22/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,23/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,24/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,25/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,28/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,29/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,30/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,31/01/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,01/02/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,03/02/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,04/02/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,05/02/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,06/02/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,07/02/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,08/02/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,10/02/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,11/02/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,12/02/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,13/02/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,15/02/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,17/02/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,18/02/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,20/02/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,22/02/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,25/02/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,27/02/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,28/02/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,02/03/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,03/03/2020,9000,19000,17000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,05/03/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,06/03/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,07/03/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,09/03/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,12/03/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,13/03/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,14/03/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,16/03/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,17/03/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,18/03/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,19/03/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,20/03/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,02/04/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,04/04/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,07/04/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,16/04/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,18/04/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,05/05/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,06/05/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,07/05/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,08/05/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,09/05/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,19/05/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,20/05/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,21/05/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,22/05/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,23/05/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,25/05/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,26/05/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,27/05/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,28/05/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,29/05/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,30/05/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,02/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,03/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,04/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,05/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,06/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,08/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,09/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,10/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,11/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,12/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,13/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,16/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,17/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,18/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,19/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,20/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,23/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,24/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,25/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,26/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,27/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,30/06/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,02/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,03/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,04/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,07/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,08/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,09/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,10/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,11/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,14/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,15/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,16/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,17/07/2020,14000,24000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,18/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,21/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,22/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,23/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,24/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,25/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,28/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,29/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,30/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,31/07/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,01/08/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,04/08/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,05/08/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,06/08/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,07/08/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,08/08/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,11/08/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,13/08/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,14/08/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,18/08/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,19/08/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,20/08/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,21/08/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,27/08/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,28/08/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,29/08/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,31/08/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,03/09/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,04/09/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,05/09/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,08/09/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,09/09/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,11/09/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,12/09/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,15/09/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,16/09/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,17/09/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,18/09/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,19/09/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,22/09/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,23/09/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,24/09/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,26/09/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,29/09/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,30/09/2020,14000,28000,20000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,01/10/2020,18000,32000,25000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,02/10/2020,18000,32000,25000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,03/10/2020,18000,32000,25000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,06/10/2020,18000,32000,25000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,07/10/2020,18000,32000,25000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,08/10/2020,18000,32000,25000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,09/10/2020,18000,32000,25000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,10/10/2020,18000,32000,25000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,12/10/2020,18000,32000,25000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,13/10/2020,18000,32000,25000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,14/10/2020,18000,32000,25000
Maharashtra,Mumbai,Mumbai,"Chili Red",Other,15/10/2020,18000,32000,25000
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,03/01/2020,8000,12000,10000
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,10/01/2020,10000,14000,12000
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,24/01/2020,10000,14000,12000
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,31/01/2020,8000,14000,12000
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,07/02/2020,6500,13000,9750
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,21/02/2020,5000,14000,9500
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,28/02/2020,5000,14000,9500
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,06/03/2020,8000,14000,10000
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,13/03/2020,9000,14000,12000
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,20/03/2020,9000,14000,12000
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,15/05/2020,5000,11000,8000
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,22/05/2020,8000,10000,9000
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,29/05/2020,2500,4000,3000
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,05/06/2020,5000,12000,9000
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,12/06/2020,6000,12000,9500
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,19/06/2020,5000,12000,8000
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,26/06/2020,5000,10000,7000
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,03/07/2020,5000,9000,7000
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,10/07/2020,5000,8000,6500
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,17/07/2020,3000,9000,6500
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,24/07/2020,2000,8000,5000
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,31/07/2020,3000,8000,5500
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,07/08/2020,2000,8000,5000
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,04/09/2020,2000,8000,5000
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,25/09/2020,3000,10000,6500
Maharashtra,Nagpur,Bhiwapur,"Chili Red",Other,09/10/2020,3000,9000,6000
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,10/01/2020,9950,9950,9950
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,14/01/2020,4602,9988,7076
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,17/01/2020,8975,8975,8975
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,21/01/2020,7444,9985,8380
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,24/01/2020,9950,9950,9950
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,28/01/2020,7788,9975,8745
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,31/01/2020,5300,9995,7500
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,04/02/2020,5091,9015,7445
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,07/02/2020,8000,8000,8000
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,11/02/2020,4325,12500,7669
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,14/02/2020,4000,10000,7000
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,18/02/2020,5277,12050,8874
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,21/02/2020,8750,8750,8750
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,25/02/2020,6601,11500,8800
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,28/02/2020,5300,13000,9850
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,03/03/2020,7595,13050,9945
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,06/03/2020,6000,13075,8500
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,08/03/2020,7898,12050,9827
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,13/03/2020,5000,12050,8500
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,17/03/2020,3451,11095,6704
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,20/03/2020,7602,9995,8400
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,17/04/2020,6148,9800,7526
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,01/05/2020,3235,9998,5925
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,05/05/2020,3424,9515,5872
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,08/05/2020,3500,9400,6500
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,15/05/2020,3700,8000,6418
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,19/05/2020,3057,8500,5517
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,22/05/2020,2600,7500,5000
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,26/05/2020,3111,7000,4233
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,29/05/2020,1700,6500,3500
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,02/06/2020,2400,7500,4499
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,05/06/2020,2600,7500,5517
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,09/06/2020,2902,8500,5079
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,12/06/2020,2000,6500,5200
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,16/06/2020,4989,8500,6339
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,19/06/2020,3000,7500,6000
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,23/06/2020,5278,8000,6538
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,26/06/2020,3000,7500,6300
Maharashtra,Nagpur,Mandhal,"Chili Red",Other,30/06/2020,4799,8500,6516
